time,topic,related,emotion,content,comment
138.40000,7,1,35.0,5,LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL IN YOU'RE HAND
138.60000,7,1,-4.0,1,BibleThump i was watching nevz before he was cool BibleThump and i still watch him now and he doesnt notice me anymore BibleThump and he is still not cool BibleThump
138.80000,4,1,-10.0,5,CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan
139.00000,2,1,0.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE
139.25000,3,2,0.0,5,RDU STREAM
139.50000,8,1,-29.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
139.75000,8,1,-35.0,1,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
141.00000,8,1,-24.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
142.00000,8,1,-24.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
143.00000,2,1,12.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
143.50000,5,1,-1.0,1,nevz subs unites FailFish
144.00000,1,1,0.0,5,"@Neviilz, sup nev"
144.33333,1,2,0.0,5,CringeSalute nymnCorn
144.66667,2,1,0.0,5,this chat experience is almost as autistic as the broadcaster himself
145.00000,8,1,-14.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
145.50000,2,1,13.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
146.00000,,2,0.0,5,0
146.50000,,2,0,3,SoBayed 👌 ZERO SoBayed 👌 NADA SoBayed 👌 NIENTE SoBayed 👌
148.00000,,2,0,1,!kpm
148.33333,5,1,1.0,5,Kappa per minute: 40
148.66667,8,1,-17.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
149.00000,7,2,0.0,5,YOOOOOOOOOOOOOOOOOOOOOO
150.00000,8,1,-1.0,2,WutFace
151.00000,7,1,2.0,5,HE LIKES LUL
151.33333,2,1,9.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
151.66667,8,1,-20.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
152.00000,8,1,1.0,2,LUL Keepo
152.50000,,2,0,3,MEGALUL
153.00000,4,1,0.0,5,SMOrc Me ORC SMOrc Me SPAM SMOrc No MODS SMOrc No BAN SMOrc
153.50000,8,1,-39.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
154.00000,8,1,0.0,2,OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots
154.50000,,2,0,3,FeelsGoodMan ShotzR OMGScoots
157.00000,2,1,0.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE
158.00000,,2,0,3,!kpm
158.50000,5,1,1.0,5,Kappa per minute: 40
160.00000,2,1,8.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
161.00000,6,2,0.0,5,haHAA
163.00000,,2,0,3,!lpm
164.00000,6,1,0.0,5,REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR
164.50000,7,1,1.0,5,Cocainum is not recommended Kappa
165.00000,8,1,-39.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
167.00000,,2,0,3,!30hp
167.50000,,2,0,3,4Head REMEBER 4Head WHEN 4Head YOU 4Head WERE 4Head SAFE 4Head AT 4Head 30 4Head LIFE 4Head
169.00000,5,1,2.0,5,golden Kappa test
172.00000,3,2,0.0,1,@neviilz Hey pwny!
172.25000,6,1,0.0,5,REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR .
172.50000,1,1,-1.0,5,what's wrong with this guy? call 911
172.75000,8,1,1.0,2,Kappa
174.00000,8,1,1.0,2,Kappa
175.00000,5,2,-1.0,5,Dragonwarrior BrokeBack
176.00000,6,2,0.0,5,"Guys who have the quest in the 80 coins, help open the final quarter in Karazhan Rockford # 2518"
176.33333,8,1,1.0,1,LUL
176.66667,2,1,15.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
177.00000,8,1,1.0,2,Kappa
178.00000,8,2,0.0,2,cmonBruh
179.00000,1,1,0.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan
184.00000,5,1,-3.0,5,Dragonwarrior BrokeBack Dragonwarrior BrokeBack Dragonwarrior BrokeBack
185.00000,8,1,-1.0,2,WutFace
186.00000,2,1,0.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE
187.00000,6,2,0.0,5,"DONT USE DRUGS, KIDS ! DO YOU SEE HIM WHAT HEPPENED"
187.33333,4,1,0.0,5,SMOrc Me ORC SMOrc Me SPAM SMOrc No MODS SMOrc No BAN SMOrc
187.66667,5,1,2.0,5,golden Kappa 123
188.00000,5,1,2.0,5,Guys did you do your daily golden Kappa check ?
188.20000,2,1,11.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
188.40000,,2,0,3,!ayy
188.60000,8,1,21.0,1,Kappa Kappa Kappa Kappa Kappa Kappa Kappa Kappa Kappa OMGScoots Kappa Kappa Kappa Kappa Kappa Kappa Kappa Kappa Kappa Kappa Kappa Kappa
188.80000,,2,0,3,ʰᵃʰᵃ ᶤ ᵐᵃᵈᵉ ʸᵒᵘ ˡᵒᵒᵏ ᵃʸʸ ˡᵐᵃᵒ
189.00000,2,1,-9.0,5,"BrokeBack Heh, Greetings BrokeBack coin Fiery war axe BrokeBack Alexstrasza˘s champion BrokeBack Frothing Berserker BrokeBack Kor'kron Elite BrokeBack Blackwing Corruptor BrokeBack dr 9/9 BrokeBack dr 9/9 again BrokeBack Ragnaros BrokeBack Grommash + Inner rage BrokeBack hmm, well played BrokeBack"
189.50000,6,1,0.0,5,REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR REMOVE MODS SourPls ShotzR
190.00000,4,1,0.0,5,SMOrc ME SPAM SMOrc NO MODS SMOrc NO BAN SMOrc ME SPAM SMOrc NO MODS SMOrc NO BAN SMOrc ME SPAM SMOrc NO MODS SMOrc NO BAN SMOrc ME SPAM SMOrc NO MODS SMOrc NO BAN SMOrc ME SPAM SMOrc NO MODS SMOrc NO BAN SMOrc ME SPAM SMOrc NO MODS SMOrc NO BAN SMOrc ME SPAM SMOrc NO MODS SMOrc NO BAN
190.50000,2,1,16.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
191.00000,1,1,0.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan
191.33333,2,1,0.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE
191.66667,7,1,0.0,5,U SUCK LUL
192.00000,2,1,14.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
194.00000,6,2,0.0,1,haHAA
194.50000,8,1,1.0,2,Kappa
195.00000,5,1,1.0,5,Lit is an understatement Kappa
196.00000,1,1,0.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan
197.00000,7,1,-4.0,1,BibleThump i was watching nevz before he was cool BibleThump and i still watch him now and he doesnt notice me anymore BibleThump and he is still not cool BibleThump
197.33333,8,1,1.0,2,LUL
197.66667,,2,0,3,MEGALUL
200.00000,5,1,11.0,5,Kappa DON'T Kappa MIND Kappa ME Kappa JUST Kappa FARMING Kappa FOR Kappa THE Kappa GOLDEN Kappa KAPPA Kappa
200.33333,8,1,1.0,2,LUL
200.66667,8,2,0.0,2,cmonBruh
201.00000,8,1,-1.0,2,WutFace
202.00000,8,1,-1.0,2,WutFace
202.50000,,2,0,3,!behold
203.00000,,2,0,3,CringeSalute BEHOLD CringeSalute THE CringeSalute ARMIES CringeSalute OF CringeSalute NeviilzHS CringeSalute
204.00000,8,2,1.0,1,KappaPride
204.50000,8,1,-14.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
205.00000,1,1,0.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan
205.25000,8,1,-1.0,2,WutFace
205.50000,7,1,1.0,5,SURE LUL
205.75000,8,1,-1.0,2,WutFace
206.00000,8,2,0,2,***
206.25000,8,1,1.0,2,LUL
206.50000,8,1,-1.0,2,WutFace
206.75000,8,1,-1.0,1,WutFace
208.00000,8,1,-1.0,2,WutFace
208.50000,2,1,-9.0,5,"BrokeBack Heh, Greetings BrokeBack coin Fiery war axe BrokeBack Alexstrasza˘s champion BrokeBack Frothing Berserker BrokeBack Kor'kron Elite BrokeBack Blackwing Corruptor BrokeBack dr 9/9 BrokeBack dr 9/9 again BrokeBack Ragnaros BrokeBack Grommash + Inner rage BrokeBack hmm, well played BrokeBack ..........................................................."
209.00000,8,1,-39.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace FailFish WutFace FailFish FailFish WutFace WutFace WutFace WutFace WutFace WutFace FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish WutFace WutFace
210.00000,8,1,1.0,2,lul
210.25000,8,2,1.0,2,Kreygasm
210.50000,6,1,1.0,5,Playing dog deck LUL
210.75000,2,1,6.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
211.00000,8,1,-1.0,2,WutFace
211.33333,1,1,0.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan
211.66667,8,1,-1.0,2,WutFace
212.00000,8,1,-1.0,2,WutFace
212.33333,8,1,-1.0,2,WutFace
212.66667,8,1,-1.0,2,WutFace
213.00000,8,1,-1.0,2,WutFace
213.33333,8,1,-1.0,2,WutFace
213.66667,3,2,1.0,1,"@LiveMorph, HeyGuys"
214.00000,2,1,0.0,5,this chat experience is almost as autistic as the broadcaster himself
214.50000,5,2,-1.0,5,"Stop this madness someone, hes gonna hurt himself!!!"
216.00000,8,1,1.0,2,LUL
216.25000,,2,1.0,5,Sexy mustache
216.50000,8,1,0.0,2,OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots
216.75000,,2,0,3,FeelsGoodMan ShotzR OMGScoots
217.00000,8,1,-3.0,2,WutFace WutFace WutFace
217.20000,6,1,-2.0,5,WutFace COCAINE EYES WutFace
217.40000,8,1,-1.0,1,WutFace
217.60000,8,2,1.0,1,SeemsGood
217.80000,8,2,0.0,1,\ OpieOP
218.00000,8,1,1.0,2,PogChamp
218.25000,8,1,1.0,2,LUL
218.50000,,2,0,3,PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤ PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ PogChamp O G C H A M P
218.75000,8,1,-1.0,2,WutFace
219.00000,8,2,0,1,👁 👄 👁
220.00000,8,1,0.0,2,OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots
220.33333,6,2,0.0,5,VisLaud
220.66667,,2,0,3,VisLaud YOOOOOOOOOOOOOOOOOOOOO VisLaud
222.00000,6,2,0.0,5,VisLaud
222.50000,8,1,0.0,2,OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots
223.00000,6,2,0.0,5,"Guys who have the quest in the 80 coins, help open the final quarter in Karazhan Rockford # 2518"
224.00000,6,2,0.0,5,Pogchamp VisLaud
224.25000,8,1,0.0,2,OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots
224.50000,1,2,-2.0,5,that scared the fuck outta me
224.75000,8,1,-41.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
225.00000,8,1,1.0,2,PogChamp
225.50000,3,1,-4.0,5,WutFace SCARY AS FUCK WutFace
226.00000,3,1,0.0,5,now neviilz is the one who is viewbotting FeelsGoodMan
227.00000,7,1,-4.0,1,BibleThump i was watching nevz before he was cool BibleThump and i still watch him now and he doesnt notice me anymore BibleThump and he is still not cool BibleThump
228.00000,3,1,0.0,5,Where are you from?@neviilz
229.00000,7,2,-1.0,5,why scream
229.25000,2,1,-9.0,5,"BrokeBack Heh, Greetings BrokeBack coin Fiery war axe BrokeBack Alexstrasza˘s champion BrokeBack Frothing Berserker BrokeBack Kor'kron Elite BrokeBack Blackwing Corruptor BrokeBack dr 9/9 BrokeBack dr 9/9 again BrokeBack Ragnaros BrokeBack Grommash + Inner rage BrokeBack hmm, well played BrokeBack"
229.50000,4,1,0.0,5,SMOrc Me ORC SMOrc Me SPAM SMOrc No MODS SMOrc No BAN SMOrc
229.75000,1,2,0.0,5,"@LiveMorph, u played with my timeouts FeelsBadMan"
230.00000,1,1,0.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan
232.00000,1,2,0.0,5,"report this channel, this guy needs help"
234.00000,8,1,-1.0,1,BibleThump
236.00000,6,2,1.0,1,yes 4Head
238.00000,3,2,-1.0,5,What a retard
240.00000,7,1,2.0,5,@neviilz Nice lipstick today u fak! :)
241.00000,8,2,1.0,2,lol
242.00000,1,1,1.0,5,"@LiveMorph, u played with my timeouts FeelsBadMan FeelsBadMan xD"
242.50000,7,2,0.0,5,00 iq
243.00000,6,2,0.0,5,卐 卐 卐 HEIL 卐 卐 卐
244.00000,7,1,1.0,5,200 iq LUL
244.20000,8,1,1.0,1,LUL
244.40000,,2,0,3,MEGALUL
244.60000,1,1,1.0,5,FORSEN LUL
244.80000,8,1,1.0,2,LUL
245.00000,8,1,1.0,1,LUL
246.00000,7,1,58.0,1,Hi! LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
248.00000,5,2,0.0,5,MEGALUL
248.50000,,2,0,3,Don't google it MEGALUL
249.00000,6,1,0.0,5,卐 卐 卐 HEIL 卐 卐 卐 卐 卐 卐 HEIL 卐 卐 卐
250.00000,7,2,-1.0,5,baby is sleeping dont scream
251.00000,7,1,6.0,5,KappaPride CURTAINS KappaPride T-SHIRT KappaPride LIPSTICK KappaPride KEYBOARD KappaPride VOICE CRACK KappaPride MUST BE NEVZ KappaPride
251.50000,8,1,1.0,2,LUL
253.00000,3,1,-1.0,5,What am I watching WutFace
254.00000,8,1,1.0,2,LUL
254.50000,7,1,0.0,5,neviilz deck liste ?
256.00000,7,1,58.0,1,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
256.25000,1,2,1.0,5,FORSEN EleGiggle
256.50000,,2,0,3,!bttv
256.75000,7,1,1.0,5,He said dad Kappa
257.00000,,2,0,3,LUL MEGALUL PETALUL https://i.gyazo.com/e97594dafc7d8dd7d4a4bed274eb1830.png
258.00000,6,2,0.0,5,"Guys who have the quest in the 80 coins, help open the final quarter in Karazhan Rockford # 2518"
258.50000,5,1,0.0,5,YOOO TriHard THIS IS THE DARKEST PYRAMIDE YOU !!! TriHard TriHard WILL EVER SEE JUST LOOK AT ... TriHard TriHard TriHard ALL THESE MONKEYS I ... ! TriHard TriHard TriHard TriHard CAN'T SEE ANYTHING !!! TriHard TriHard TriHard TriHard TriHard AWWW SHIEET !!!! TriHard TriHard TriHard TriHard TriHard TriHard THE COPS ARE...... TriHard TriHard TriHard TriHard TriHard TriHard TriHard COMING!
259.00000,7,1,-4.0,1,BibleThump i was watching nevz before he was cool BibleThump and i still watch him now and he doesnt notice me anymore BibleThump and he is still not cool BibleThump
259.50000,5,2,0.0,5,Why was i banned for spaming MEGALUL
260.00000,5,1,0.0,1,OMGScoots what did you say??OMGScoots what did you say??
260.50000,,2,0,3,FeelsGoodMan ShotzR OMGScoots
261.00000,6,2,-1.0,5,You act like a fucking 12 year old retard
261.50000,7,1,58.0,1,Hi! LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
262.00000,6,2,0.0,5,bahaha..ha.hahah
262.33333,8,2,-1.0,2,FailFish
262.66667,,2,0,3,The 'unfollow button' is on the right FailFish
264.00000,7,1,58.0,1,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
264.50000,,2,0,3,MEGALUL
267.00000,5,1,0.0,1,OMGScoots what did you say?? OMGScoots what did you say?? OMGScoots what did you say??
267.50000,7,1,58.0,5,Hi! LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
268.00000,6,1,0.0,5,forsenW FeelsGoodMan forsenW FORSEN MODE forsenW Now forsenW we forsenW fap forsenW
271.00000,5,1,2.0,5,golden Kappa check
272.00000,2,1,-9.0,5,"BrokeBack Heh, Greetings BrokeBack coin Fiery war axe BrokeBack Alexstrasza˘s champion BrokeBack Frothing Berserker BrokeBack Kor'kron Elite BrokeBack Blackwing Corruptor BrokeBack dr 9/9 BrokeBack dr 9/9 again BrokeBack Ragnaros BrokeBack Grommash + Inner rage BrokeBack hmm, well played BrokeBack"
274.00000,8,2,0.0,2,forsenE
277.00000,7,1,1.0,5,Not rank 1 legend but rank 1 memer in our hearts KappaPride
